UpOctUL,UpOctDL,ConnMean,AttOutExecInterXn,SuccOutInterXn,ULMeanNL,MaxTxPower,TransRateMean,RSRP,RSRQ,Label
41654.3,340628,12,187,180,-121,319,226,-95,-13,2
3514.42,27221.5,11,180,163,-110,323,284,-86,-12,2
25969.4,211382,10,160,145,-121,204,214,-97,-14,0
19168.1,150863,9,138,130,-114,162,187,-102,-14,1
23814.5,187201,10,159,148,-112,212,181,-102,-14,0
22965.9,342572,7,104,14,-91,210,210,-98,-14,4
41809.1,337540,8,116,110,-110,158,124,-111,-16,1
30994.1,250312,11,173,159,-94,327,252,-90,-13,3
15726.9,126096,13,191,186,-117,303,228,-97,-14,2
27975.9,227998,11,166,159,-86,326,247,-91,-13,3
24185.4,362771,11,150,72,-90,253,200,-100,-14,4
54369.3,434823,12,172,156,-124,232,198,-100,-14,0
8187.21,121660,8,113,48,-102,226,143,-109,-15,4
36415.7,293268,14,215,208,-109,338,269,-87,-12,2
38089.7,297141,7,115,109,-122,145,202,-97,-14,1
2894.1,22966,11,158,153,-87,343,245,-90,-12,3
8695.33,68478.2,14,208,188,-108,322,282,-87,-12,2
12377.3,98027.9,7,102,92,-123,135,240,-94,-13,1
31753.9,476076,12,174,21,-89,242,233,-92,-13,4
38575.4,313030,13,198,187,-108,251,267,-90,-12,0
27731.6,227436,16,205,204,-114,332,226,-93,-13,2
1393.36,20878.6,9,135,34,-99,248,208,-97,-14,4
6032.3,90663.6,12,177,41,-105,247,240,-93,-13,4
8499.92,67890.9,6,91,89,-122,154,174,-103,-14,1
37732.9,303905,11,161,154,-121,325,225,-94,-13,2
9701.73,77809.7,18,301,278,-92,321,228,-95,-13,3
15480.9,125775,11,164,154,-142,166,208,-97,-14,1
13718.6,206128,9,141,15,-96,227,162,-105,-15,4
4109.3,32144.2,13,197,188,-93,346,258,-89,-12,3
14783.9,119149,11,186,172,-123,181,193,-100,-14,1
6970.38,54923,11,162,155,-111,349,233,-92,-13,2
7232.51,108941,11,179,89,-94,230,238,-91,-13,4
35352,283821,8,105,103,-113,152,190,-101,-14,1
29150.3,235727,13,200,182,-134,331,255,-88,-12,2
39924.6,319517,8,129,128,-135,241,237,-91,-13,0
32760,267788,14,224,212,-113,333,254,-87,-12,2
21223.5,165514,8,122,114,-141,153,206,-99,-14,1
25751.1,203556,11,153,151,-107,209,184,-100,-14,0
37835.6,306413,7,94,87,-109,144,194,-103,-14,1
34761.2,278463,13,207,199,-108,358,232,-90,-12,2
6830.3,103429,8,128,26,-97,221,240,-89,-13,4
11265.2,89909.5,12,164,159,-119,315,246,-90,-13,2
66207.6,534776,16,238,232,-92,340,213,-97,-13,3
31186.9,250377,11,174,161,-107,179,194,-101,-14,1
10818,162186,9,132,29,-100,240,251,-90,-13,4
4053.94,61384.5,10,148,54,-94,229,172,-104,-14,4
24912.7,202955,10,146,143,-120,250,239,-91,-12,0
9243.77,73493.6,11,173,171,-123,146,145,-108,-15,1
12456.3,97426.9,10,148,141,-132,260,215,-97,-14,0
8712.89,69181,8,128,123,-109,139,190,-100,-14,1
47697.8,386376,9,145,132,-120,223,234,-93,-13,0
6884.28,104066,9,134,10,-99,221,226,-94,-13,4
2720.92,21786.1,9,118,108,-136,241,252,-91,-13,0
14300.2,213936,8,120,13,-101,205,230,-92,-12,4
64163.9,513757,16,236,214,-89,332,242,-92,-13,3
2355.63,18978.2,8,129,118,-112,243,239,-93,-13,0
61757.4,502073,12,159,152,-89,332,271,-88,-12,3
38293.8,303414,11,169,164,-124,256,224,-93,-13,0
33931.7,273845,14,212,205,-137,339,240,-90,-13,2
11036.6,89054.5,7,96,88,-137,246,227,-91,-13,0
60324.2,485336,13,190,177,-95,328,224,-94,-13,3
63435.8,500741,13,195,178,-93,342,223,-93,-13,3
64264,512243,13,216,205,-109,231,206,-96,-14,0
13870.8,109634,15,232,228,-117,344,263,-91,-13,2
18858.5,148995,6,81,80,-131,138,169,-105,-14,1
39616.8,311220,10,145,142,-125,154,50,-126,-17,1
21461.8,171967,9,155,142,-111,229,203,-97,-13,0
23566.7,186579,14,216,212,-86,326,262,-88,-12,3
58885.4,469013,11,147,141,-128,361,245,-89,-13,2
7067.83,57397.4,13,204,184,-127,225,246,-92,-13,0
7291.29,109344,12,183,87,-101,249,246,-91,-13,4
29391.9,440505,10,148,69,-92,235,247,-92,-13,4
16925.3,136208,11,163,153,-114,245,244,-90,-12,0
9713.18,78718.4,12,183,183,-113,312,271,-88,-12,2
24669,197071,6,100,99,-119,172,242,-93,-13,1
6443.32,97123.9,12,166,82,-91,232,174,-104,-14,4
12359.7,98527.5,15,253,231,-112,341,252,-91,-13,2
35564.2,282239,14,210,205,-123,335,266,-89,-12,2
28524.7,430748,12,166,48,-91,276,204,-98,-14,4
13071.1,102293,14,238,215,-93,339,250,-89,-12,3
54076.4,425848,15,209,209,-92,330,230,-95,-13,3
6554.59,52722.9,12,177,176,-92,350,233,-92,-13,3
38845.7,582889,13,172,46,-90,225,224,-95,-13,4
10211,153024,9,139,62,-103,211,199,-99,-14,4
55883.4,439908,12,183,177,-89,336,222,-95,-13,3
17636.5,142048,6,85,80,-110,148,223,-96,-13,1
7555.14,59720.4,9,134,131,-107,129,194,-101,-14,1
17065.7,137309,6,83,79,-103,138,223,-96,-13,1
12722.7,190265,11,172,33,-89,252,244,-92,-13,4
72701.5,573382,13,200,192,-87,316,259,-88,-12,3
38426.7,311869,11,159,146,-89,335,270,-87,-12,3
22751.2,187915,14,186,186,-85,345,221,-92,-13,3
34662.2,276343,12,173,165,-137,350,258,-89,-12,2
44440.2,350572,15,206,204,-132,344,237,-93,-13,2
51410.8,409377,11,181,169,-122,262,241,-91,-13,0
13842.7,205547,12,184,20,-101,254,227,-94,-13,4
26334.5,213092,8,110,105,-130,154,136,-110,-16,1
69620.2,560945,14,189,179,-110,346,253,-90,-12,2
35285.5,284341,8,117,115,-110,179,225,-97,-14,1
12077.5,96976.7,14,200,192,-120,259,215,-96,-13,0
62632.5,502059,12,181,164,-102,345,240,-91,-13,3
3307.34,25930.9,11,170,165,-106,165,132,-111,-15,1
46129.4,372913,9,139,131,-131,175,179,-101,-14,1
3056.03,24651.5,11,153,146,-95,344,280,-87,-12,3
36669.2,293228,9,142,137,-93,314,253,-92,-13,3
10731.4,86545.9,12,186,168,-91,295,235,-94,-13,3
7111.35,55680.6,13,216,198,-110,252,245,-91,-13,0
3431.81,27776.2,11,174,162,-85,357,267,-90,-12,3
36464.7,290479,12,195,188,-130,339,259,-88,-12,2
28119.3,421647,9,140,26,-93,226,245,-93,-13,4
22538.3,184196,13,188,188,-114,231,206,-97,-13,0
39637.6,316684,8,130,122,-138,143,145,-109,-15,1
8854.7,133742,7,106,1,-92,230,203,-98,-14,4
48882.3,389221,12,189,185,-94,308,203,-97,-14,3
34017.1,272595,10,155,154,-92,333,259,-88,-12,3
74638.9,596569,14,196,193,-109,310,242,-92,-13,2
16006.9,130156,12,187,182,-112,338,225,-96,-13,2
32963.9,267537,9,136,128,-113,322,246,-92,-13,2
23233.3,188608,14,197,187,-125,256,188,-102,-14,0
40186.8,322152,9,136,129,-135,145,139,-109,-15,1
25714,208065,11,159,158,-134,239,162,-106,-15,0
48366.8,386006,13,210,195,-112,307,260,-88,-12,2
46506.7,378598,10,144,143,-120,236,280,-87,-12,0
37671.9,298421,11,165,163,-108,333,274,-88,-12,2
8429.34,125571,11,166,17,-99,252,259,-89,-13,4
70103.9,553925,13,205,197,-91,330,280,-87,-12,3
7032.28,105192,10,135,54,-92,243,253,-91,-13,4
29975.6,240311,10,146,132,-110,134,193,-101,-14,1
8217.42,123092,9,152,68,-95,227,220,-95,-13,4
1830.76,27789.6,12,190,9,-89,255,227,-95,-13,4
37231.3,560940,11,165,60,-88,274,219,-95,-13,4
9830.18,78167.6,9,117,107,-123,133,151,-109,-15,1
13589.4,108392,17,243,228,-138,335,216,-96,-14,2
35274.3,531252,12,160,45,-100,233,211,-97,-14,4
10139.2,79344.3,12,198,189,-117,353,244,-93,-13,2
12850.6,100719,9,127,123,-119,242,189,-101,-14,0
9650.71,78202.1,9,126,118,-96,337,243,-89,-12,3
5722.13,44683.5,7,105,101,-119,148,112,-114,-16,1
83702.2,666359,15,244,223,-89,300,213,-97,-13,3
22459.4,335085,9,127,13,-103,231,226,-93,-13,4
6464.13,51326.1,11,160,153,-91,369,267,-88,-12,3
66373.4,528182,12,186,177,-88,342,250,-86,-12,3
12786.7,103474,10,143,135,-130,125,190,-100,-14,1
19257.8,152911,8,131,126,-122,242,243,-90,-13,0
5581.95,45228.4,10,156,153,-127,246,250,-90,-13,0
36843.3,290600,8,120,115,-111,178,222,-95,-13,1
15347.1,124788,13,196,177,-124,256,231,-93,-13,0
44498.8,352031,9,142,141,-123,165,182,-103,-14,1
52380.7,433879,10,134,122,-133,351,221,-94,-13,2
21146.1,167720,10,165,154,-145,342,220,-95,-13,2
10373,83300.9,9,134,123,-112,257,212,-98,-14,0
13903.8,110538,6,85,79,-109,147,162,-106,-15,1
7177.94,56879.3,14,228,208,-89,316,274,-87,-12,3
20499.9,163357,9,137,127,-141,170,238,-95,-13,1
5776.35,46076.2,10,135,126,-111,331,238,-91,-13,3
3967.93,59125.9,9,137,51,-100,228,201,-100,-14,4
8602.94,70087,14,218,215,-133,345,217,-96,-13,2
28049.3,217789,12,187,183,-93,313,271,-88,-12,3
3195.02,25246.8,11,155,146,-107,341,254,-90,-13,2
6756.98,53815.8,8,117,116,-124,238,210,-96,-13,0
2993.72,24523.5,12,182,165,-88,353,257,-87,-12,3
28435.9,224114,11,180,164,-145,338,216,-91,-13,2
14493.1,117103,9,140,138,-136,150,188,-100,-14,1
88647.5,720089,17,288,262,-113,352,257,-87,-12,2
3929.82,30534.7,13,185,184,-92,329,221,-93,-13,3
3092.17,25089.3,12,198,183,-89,337,261,-88,-12,3
50877.8,398803,11,163,160,-84,322,234,-92,-13,3
74628.4,595813,13,212,201,-136,331,220,-94,-13,2
63536.4,505745,13,168,155,-105,308,256,-90,-13,2
5302.54,80574.4,9,131,51,-88,236,248,-92,-13,4
13536.7,110800,10,121,113,-125,240,207,-95,-13,0
16812.8,132587,13,208,203,-111,357,217,-96,-13,2
35670.9,533908,13,206,12,-90,244,201,-102,-14,4
11460.6,91342.3,8,116,106,-134,242,234,-92,-13,0
12623.9,101580,11,166,150,-106,226,236,-96,-14,0
55926,455889,12,172,163,-109,375,260,-88,-12,2
17006.9,137432,12,180,167,-88,334,243,-92,-13,3
2411.2,18989,8,111,109,-120,251,231,-93,-13,0
7950.12,63549.1,7,107,97,-113,157,210,-97,-14,1
4199.15,62466.3,9,131,4,-93,243,251,-91,-13,4
7611.11,60944.6,8,127,121,-139,238,251,-91,-13,0
3912.12,58567.5,9,147,15,-103,209,268,-87,-12,4
47435.3,382603,9,148,143,-125,130,144,-109,-15,1
20764.3,166451,12,177,173,-117,220,242,-92,-13,0
22995.9,182282,8,141,138,-124,226,208,-95,-13,0
16054.7,131820,10,143,137,-118,320,244,-92,-13,2
32706.1,261092,9,132,122,-127,174,206,-97,-13,1
8576.57,68821.8,10,145,142,-109,315,213,-93,-13,2
7724.7,62612.6,14,213,201,-90,352,244,-93,-13,3
6940.35,55962.9,13,193,185,-91,315,256,-89,-13,3
36444.6,292450,10,153,149,-118,243,193,-99,-14,0
4551.8,68593.1,10,163,65,-97,236,201,-97,-13,4
32162.1,260411,9,133,128,-126,139,195,-101,-14,1
5175.06,77183.1,9,137,17,-96,273,247,-90,-12,4
57566.5,472683,14,212,202,-108,324,278,-88,-12,2
31248.1,245057,10,146,136,-109,155,230,-92,-13,1
30162.5,241808,13,206,192,-96,325,259,-89,-12,3
38452.9,309695,8,110,104,-116,242,235,-91,-13,0
76251.5,599514,13,231,211,-88,339,243,-90,-13,3
51546.2,412128,10,145,141,-117,229,199,-99,-14,0
41388.9,333197,12,193,191,-89,349,245,-91,-12,3
17457.9,141566,10,147,137,-131,190,208,-99,-14,0
23861.7,191135,7,101,93,-112,248,259,-90,-12,0
20343.5,305128,11,187,0,-94,249,257,-88,-12,4
51361.3,417029,10,141,135,-110,326,273,-88,-12,2
70754.9,565627,12,172,161,-109,130,206,-99,-14,1
56854.8,451902,15,227,210,-120,333,246,-90,-13,2
40173.3,604495,13,170,0,-99,223,171,-103,-14,4
15171.9,120256,10,163,160,-131,146,190,-102,-14,1
26768,216359,8,124,115,-133,248,222,-96,-13,0
54522.2,442214,11,168,153,-126,230,221,-98,-14,0
11853,93333.8,15,213,202,-86,334,282,-88,-12,3
22355.6,183569,10,144,143,-138,228,245,-92,-13,0
53033.4,426309,12,202,184,-111,261,232,-94,-13,0
59621.5,473445,11,169,168,-134,221,205,-97,-13,0
10715.4,85145.7,9,140,132,-117,154,230,-94,-13,1
2834.73,22535.8,10,129,125,-126,172,201,-99,-14,1
52585,416162,10,141,134,-107,127,136,-109,-15,1
52990.1,421180,15,216,199,-88,321,265,-90,-13,3
17528.8,263156,9,149,63,-100,224,208,-99,-14,4
74062.2,593526,13,204,198,-97,331,206,-97,-13,3
17433.2,142345,8,125,116,-134,146,182,-102,-14,1
37621.6,304149,10,149,148,-123,155,104,-116,-16,1
10594.2,158365,11,158,22,-107,242,196,-100,-14,4
5505.07,44089.6,10,160,152,-124,167,134,-111,-16,1
15179.3,228566,10,143,10,-90,269,176,-102,-14,4
6177.34,92966.9,8,114,15,-89,232,186,-99,-14,4
57712.7,455299,12,165,150,-130,147,162,-106,-15,1
15773.8,240231,8,115,56,-91,259,208,-94,-13,4
70383.6,548133,13,193,176,-112,343,272,-88,-12,2
19431.9,155417,10,150,147,-129,315,262,-89,-13,2
41228.9,326552,11,166,162,-109,234,279,-89,-12,0
34022.4,269901,10,162,160,-128,234,244,-90,-13,0
6341.81,50884.8,11,174,163,-123,216,239,-93,-13,0
9668.71,76857.8,5,69,63,-121,155,200,-96,-13,1
22373.8,335167,10,141,11,-104,248,198,-99,-13,4
21226.3,319493,9,130,44,-99,235,196,-100,-14,4
61850.5,500658,13,216,206,-132,325,232,-91,-13,2
34855.5,282195,15,207,207,-89,334,264,-88,-12,3
6204.97,48865.3,4,62,61,-129,161,185,-101,-14,1
7870.74,64450.9,10,156,153,-120,226,203,-99,-14,0
57467.1,472288,11,141,138,-109,233,220,-95,-13,0
35528.6,286770,15,229,212,-136,331,231,-93,-13,2
46714.5,377888,10,161,160,-137,223,182,-100,-14,0
21974.5,168967,10,151,139,-135,234,214,-98,-14,0
10825.7,86751.3,9,135,133,-116,176,160,-106,-15,1
63222.2,495270,16,237,229,-129,325,209,-95,-13,2
31993.8,470703,11,145,5,-98,241,246,-90,-13,4
29968.5,240288,11,162,158,-130,328,271,-89,-12,2
7531.33,58935.8,9,127,122,-123,182,212,-96,-14,1
35154.4,276761,15,235,221,-113,341,263,-88,-12,2
29038.8,235456,9,139,133,-121,166,253,-93,-13,1
1559.48,23382,10,142,10,-100,240,225,-97,-14,4
18061.2,145263,7,95,92,-116,183,220,-97,-13,1
5608.08,44199.8,11,158,149,-117,212,205,-100,-14,0
49890.4,396486,9,119,113,-125,350,226,-93,-13,2
10740.4,86108.7,12,176,170,-136,312,260,-87,-12,2
41380.8,332249,13,190,189,-108,262,236,-92,-13,0
8126.11,65534.8,14,215,199,-91,335,245,-90,-13,3
62283.8,498907,14,212,212,-87,323,258,-91,-13,3
5669.08,45482.3,10,154,153,-89,307,204,-100,-14,3
14360.1,114312,10,145,137,-116,220,243,-94,-13,0
15884.4,125545,13,194,187,-96,325,242,-90,-13,3
23853.7,359842,11,177,1,-93,231,185,-103,-14,4
17751.1,140251,10,162,159,-117,128,146,-109,-15,1
17982.2,269289,10,155,49,-98,256,240,-92,-13,4
7097.11,106651,13,195,67,-93,258,234,-90,-13,4
5376.33,43245.5,9,125,122,-116,156,172,-105,-14,1
7545.97,61468.7,13,191,188,-121,244,256,-89,-12,0
33585,274016,12,180,163,-89,321,246,-90,-12,3
8042.34,122029,13,202,64,-98,225,241,-92,-13,4
7834.99,117416,11,177,39,-99,226,206,-97,-14,4
26612.4,212442,9,127,121,-125,144,202,-99,-14,1
27196.4,409563,10,166,30,-96,284,232,-92,-13,4
21236.5,168864,10,148,144,-105,133,129,-110,-15,1
63551.7,504660,12,167,163,-116,239,207,-97,-13,0
52099,423434,11,151,141,-91,325,242,-92,-13,3
50324,408075,12,185,170,-111,179,183,-101,-14,1
17384.8,136042,13,195,189,-86,303,253,-91,-12,3
3654.37,29449.5,6,91,90,-122,174,214,-94,-13,1
35903.5,290255,7,112,104,-112,230,175,-105,-15,0
7524.32,60083.4,9,146,133,-129,239,222,-96,-13,0
53481.9,429619,12,164,157,-106,312,217,-97,-14,2
1675.02,13220.8,6,89,88,-114,161,235,-94,-13,1
5997.92,49274.1,11,173,162,-133,152,223,-97,-13,1
63600.4,506628,12,168,159,-123,337,272,-89,-12,2
29834,239067,7,105,98,-108,148,212,-97,-14,1
32941.4,263544,9,139,134,-126,226,218,-94,-13,0
32017.1,483558,12,170,47,-103,269,235,-94,-13,4
3448.06,27671.7,6,91,85,-115,145,182,-102,-14,1
34956,280442,10,150,148,-93,350,237,-90,-13,3
25980.6,210097,8,106,101,-132,164,154,-110,-15,1
41363.6,329165,12,185,178,-97,329,239,-91,-13,3
51916.5,411788,11,149,144,-116,337,277,-87,-12,2
2102.63,16669.2,7,101,92,-139,125,157,-107,-15,1
63319.6,504563,11,174,160,-90,348,237,-94,-13,3
44112.2,349520,15,252,231,-84,333,249,-89,-12,3
22927.1,342435,11,165,78,-92,254,216,-96,-13,4
81383.6,653948,16,243,236,-136,316,211,-95,-13,2
14257.7,112078,8,121,113,-119,130,77,-121,-17,1
38776.4,310894,9,126,120,-135,204,245,-92,-12,0
2069.04,17058,8,115,107,-107,131,192,-100,-14,1
37946.1,303888,14,209,194,-89,328,280,-85,-12,3
7054.85,106022,11,181,52,-102,268,237,-92,-13,4
15085.1,118854,6,87,82,-115,116,146,-109,-15,1
7406.38,59218.7,7,111,101,-134,150,225,-94,-13,1
41646.4,333587,15,237,218,-132,330,264,-89,-12,2
42990,341347,11,169,168,-94,331,220,-92,-13,3
19702.6,296516,12,182,61,-99,224,223,-93,-13,4
6625.1,100193,9,142,26,-89,243,199,-97,-13,4
2819.38,22348.3,10,146,144,-145,338,243,-91,-13,2
7459.02,59146.5,7,91,86,-140,179,145,-108,-15,1
4759.5,37799.9,16,251,239,-140,315,233,-92,-13,2
46089.7,367268,9,146,134,-112,154,175,-103,-14,1
68552,560804,14,219,208,-84,336,222,-95,-13,3
18669.3,282297,9,138,51,-98,276,243,-93,-13,4
2522.36,20040.1,9,131,125,-124,246,207,-96,-13,0
44566.2,352730,8,120,119,-134,139,150,-108,-15,1
20104.5,159407,16,251,230,-119,347,246,-92,-13,2
35241.7,283001,11,169,168,-109,165,206,-97,-13,1
20661.9,167211,9,133,128,-122,163,218,-96,-13,1
9286.96,74196.8,8,141,135,-130,257,264,-92,-13,0
27812,227192,11,177,174,-121,216,267,-90,-13,0
3034.88,23515.7,10,144,141,-118,155,217,-97,-13,1
47463.5,388075,14,212,205,-131,324,246,-89,-12,2
16480.3,127994,11,162,161,-111,313,251,-88,-13,2
48122.3,396258,11,173,161,-94,332,242,-92,-13,3
9107.79,73888.3,7,111,110,-108,158,198,-101,-14,1
8140.34,64720,9,140,131,-115,225,254,-92,-13,0
8041.81,64573.6,14,234,224,-116,233,195,-99,-14,0
42893.3,341910,11,176,159,-115,237,220,-94,-13,0
42617,346804,16,216,213,-95,325,251,-92,-13,3
50561.1,411863,12,184,172,-88,353,226,-93,-13,3
42871.9,338096,8,122,116,-111,140,114,-115,-16,1
1019.69,15182.8,7,112,24,-98,235,214,-95,-13,4
25322.5,200613,12,189,174,-123,324,246,-91,-13,2
56402.8,448915,15,219,217,-124,332,239,-94,-13,2
38199.1,303654,13,192,179,-107,320,255,-90,-12,2
9686.42,144564,11,163,3,-95,233,266,-89,-12,4
31091.3,253115,12,177,168,-113,305,268,-90,-13,2
7981.06,64546.1,10,138,136,-139,319,245,-88,-12,2
5501.83,81659.8,10,145,18,-99,242,242,-91,-13,4
4477.32,35592.1,8,120,116,-118,158,205,-97,-13,1
2764.99,22366.2,10,141,135,-92,311,263,-89,-12,3
3627.11,29819.9,14,199,192,-90,342,251,-91,-13,3
13203.3,103767,9,131,131,-115,259,234,-93,-13,0
40108.2,318581,10,156,144,-114,240,219,-95,-13,0
13471,203752,9,124,22,-94,247,192,-98,-14,4
1246.93,18567.5,9,128,49,-92,226,192,-99,-14,4
56550.9,445444,10,148,134,-111,218,221,-94,-13,0
18646.3,147576,8,120,114,-140,155,145,-109,-15,1
27812.5,418407,13,195,63,-90,241,223,-95,-13,4
16455,130435,10,149,137,-119,316,232,-94,-13,2
21398,171614,12,184,175,-115,232,220,-96,-13,0
14152,113466,12,175,159,-121,329,236,-91,-13,2
44549.8,355307,9,151,143,-110,150,222,-97,-14,1
3074.26,24651,11,177,176,-120,306,245,-89,-12,2
32198.6,259390,15,204,184,-83,337,236,-92,-13,3
34350.4,512477,13,191,61,-100,246,234,-91,-13,4
2845.54,22218.3,9,146,143,-107,234,198,-98,-14,0
1436.69,21533.3,9,135,23,-97,240,262,-91,-13,4
36323.6,291699,10,169,154,-110,145,195,-100,-14,1
25814.7,384496,11,166,48,-97,229,196,-98,-14,4
36643.2,559529,12,175,27,-97,244,231,-95,-13,4
16347.9,128410,7,92,86,-140,160,209,-98,-14,1
2962.9,23880.2,11,166,160,-91,351,237,-91,-13,3
20808.9,170991,10,139,133,-122,241,217,-94,-13,0
2985.66,24437.8,10,156,151,-116,229,270,-89,-12,0
29917.5,239217,10,146,135,-113,244,168,-105,-14,0
3677.97,29110.5,13,202,198,-118,326,228,-93,-13,2
10782.1,87067,10,157,147,-116,333,230,-94,-13,2
28661.4,427258,10,148,14,-100,229,209,-97,-14,4
19578.2,294822,13,181,18,-90,243,208,-98,-14,4
18607,150022,11,171,158,-87,343,255,-89,-12,3
7370.75,58542.3,11,156,147,-85,288,227,-93,-13,3
5524.9,45094.4,7,93,92,-124,144,201,-101,-14,1
41254,326415,10,155,152,-100,331,256,-88,-12,3
15762.4,125648,8,111,104,-121,328,274,-88,-12,2
43075.6,347130,13,182,168,-113,329,262,-90,-12,2
52779.2,423301,13,182,180,-112,344,268,-88,-12,2
4913.38,73834.9,8,123,48,-91,231,225,-98,-14,4
53211.2,417899,12,169,156,-110,337,281,-87,-12,2
68215.7,532526,13,220,198,-103,340,253,-88,-12,3
11046.6,86287.4,12,174,166,-124,261,191,-100,-14,0
19190.1,154476,12,205,185,-127,304,210,-94,-13,2
59226.6,468009,15,230,210,-90,319,226,-94,-13,3
12228.9,98830,9,129,128,-125,256,230,-95,-13,0
1455.07,21979.1,10,124,59,-95,232,241,-92,-13,4
41289.6,329747,9,137,132,-113,170,155,-107,-15,1
40875,324219,10,152,147,-132,202,177,-103,-14,0
42874.3,338329,11,165,159,-95,330,229,-90,-12,3
16893.9,137274,7,113,106,-110,149,228,-96,-13,1
46721.9,377531,11,147,142,-138,305,255,-90,-12,2
21601.1,172950,10,154,153,-120,315,237,-89,-12,2
3009.02,23859.9,10,154,141,-130,336,259,-88,-12,2
3284.64,25751.4,11,176,161,-136,233,237,-91,-12,0
26034.8,395814,10,145,54,-97,224,252,-91,-13,4
57025.4,452899,13,186,170,-88,327,257,-88,-12,3
14748.8,118346,11,170,156,-111,250,231,-94,-13,0
8428.77,127750,7,110,42,-95,243,238,-92,-13,4
57409.9,458858,10,150,140,-125,322,240,-91,-12,2
5284.24,80378.8,11,156,67,-90,237,252,-91,-13,4
54579.4,439504,14,189,184,-114,327,215,-93,-13,2
29436.8,236004,8,123,122,-110,170,172,-105,-15,1
17177.1,137453,13,194,176,-128,300,218,-96,-13,2
39908.4,318394,11,154,152,-111,335,207,-99,-14,2
2331.93,18255.5,8,105,102,-110,161,184,-102,-14,1
8061.93,63214.2,10,168,152,-117,133,118,-114,-16,1
46617.4,381576,10,145,135,-107,214,149,-107,-15,0
54482.4,437610,16,252,242,-89,335,257,-87,-12,3
51372.9,415939,14,209,190,-91,320,247,-85,-12,3
8985.33,72274.9,11,161,160,-131,246,225,-96,-13,0
36398.9,289235,12,170,161,-112,326,272,-88,-12,3
4783.96,37979.9,8,131,127,-111,220,198,-98,-14,0
25637.3,206422,9,134,128,-119,224,254,-89,-12,0
3021.28,24189.3,12,177,167,-103,306,281,-90,-13,2
28947.1,231818,16,209,195,-128,332,249,-89,-13,2
4302.26,33810.9,8,118,109,-108,254,208,-99,-14,0
34197,274197,11,137,127,-97,321,236,-90,-12,3
1084.58,16346,8,112,21,-92,235,235,-93,-13,4
74719.5,600620,15,215,208,-131,341,222,-93,-13,2
34783.6,279350,12,190,173,-108,339,234,-93,-13,2
48290.2,395505,10,142,129,-131,327,245,-92,-13,2
29471.4,232061,11,154,153,-115,328,254,-89,-13,2
23618.7,351137,12,176,28,-104,221,233,-91,-13,4
9805.51,79794,12,174,171,-87,304,211,-96,-13,3
37686.8,302712,13,178,173,-119,331,217,-96,-14,2
70012.6,544346,13,196,188,-109,360,275,-87,-12,2
2657.26,21479.1,10,171,163,-123,351,273,-87,-12,2
11347.9,91249.5,12,189,185,-109,216,224,-92,-13,0
22987.6,186504,10,140,131,-131,335,251,-88,-12,2
60645.3,479974,12,164,152,-138,333,240,-92,-13,2
3602.7,28494.2,13,211,198,-89,336,256,-90,-12,3
14086.4,113128,10,159,149,-112,162,208,-97,-13,1
48448.1,386294,12,182,165,-135,333,247,-89,-13,2
15362.2,230039,12,183,41,-95,253,226,-97,-13,4
8571.66,69010.6,10,160,147,-121,223,202,-98,-14,0
21355.8,173081,8,116,111,-114,157,177,-102,-14,1
76962.3,626284,15,220,204,-111,338,256,-91,-13,2
35931,280353,12,184,171,-113,334,233,-95,-13,2
13345.9,106467,9,128,127,-113,148,113,-115,-16,1
35264.4,282873,9,140,127,-117,226,178,-100,-14,0
17295.5,259067,9,136,31,-100,251,181,-102,-14,4
13787.6,107954,8,120,110,-125,160,150,-109,-15,1
9118.61,73061.7,12,199,193,-89,343,232,-91,-13,3
45482.2,372634,12,179,167,-114,341,265,-88,-12,2
14343,116466,9,123,115,-111,82,201,-98,-14,1
3615.28,28581.3,13,194,179,-129,360,244,-91,-13,2
53636.4,429477,10,157,152,-145,216,239,-94,-13,0
3556.89,53963.7,11,177,35,-83,226,270,-88,-12,4
45056.7,359915,14,218,200,-134,343,246,-89,-12,2
48857.6,385384,12,176,160,-84,320,246,-92,-13,3
55914.6,459729,14,211,201,-126,227,242,-93,-13,0
76443.1,611465,13,180,178,-128,338,254,-90,-13,2
5898.48,47751.9,7,116,110,-112,223,236,-93,-13,0
46674.9,370872,10,164,158,-138,137,137,-109,-15,1
27971.5,416168,9,136,62,-97,248,237,-94,-13,4
4095.88,33212,14,225,220,-89,299,229,-96,-14,3
18681.4,155060,9,132,128,-113,304,211,-96,-13,2
19996,166723,13,184,168,-128,340,255,-92,-13,2
66356,538077,13,198,195,-116,329,249,-90,-13,2
15503,125123,12,190,182,-142,243,192,-99,-14,0
28776.6,227859,13,221,213,-132,326,237,-90,-12,2
3602.44,28407,13,185,170,-108,298,275,-88,-12,2
13722,206952,9,141,65,-94,246,245,-91,-13,4
42459.2,338988,14,203,203,-129,245,251,-89,-12,0
11684.1,92017.5,10,144,137,-125,325,249,-88,-12,2
3848.54,30437.1,14,197,196,-137,308,262,-87,-12,2
17305.2,140572,15,245,241,-133,329,277,-88,-12,2
19363.6,154275,13,175,159,-90,328,236,-93,-13,3
24789,198450,5,78,75,-119,167,235,-90,-12,1
8286.97,124609,12,199,1,-105,219,204,-99,-14,4
16168.2,131557,12,186,170,-85,325,252,-91,-12,3
31768.4,254799,6,85,77,-123,157,193,-100,-14,1
